surv,num,modeid,modechos,choiflag,frstpref,rankpref,freq,excpt,timev,timew,apd,op,opb,opw,opc,f1gensvc,f2convac,f3psych,bwlk,stop,trpurpos,age,sex,drivlic,married,famsize,ncars,educ,lres,work,income,ptevop,congevop,freq1,freq2,freqk,busseat,bstdt,cost,nmisop
418,296,3,1,1,1,3,12,1.249,10,0,0.3,999,0,0,999,1.6913,0.5558,1.2556,0,1,5,4,2,1,1,3,1,4,4,0,4,2,4,0,0,0,0,0,1,12
419,297,1,0,1,0,2,1,0.004,15,0,0,1.2623,1.2623,0,0,-0.5745,-1.8398,1.4881,1.5,1,6,6,2,1,2,1,1,3,5,1,1,3,2,0,0,0,8,1,1.1,0
419,297,2,0,1,0,1,1,0.478,0,30,0,-1.0575,0,-1.0575,0,-1.0908,1.3218,0.745,0,1,6,6,2,1,2,1,1,3,5,1,1,3,2,0,0,0,0,0,2.3,0
419,297,3,1,1,1,3,6,0.863,8,0,1,-0.341,0,0,-0.341,0.7902,0.9501,-0.1675,0,1,6,6,2,1,2,1,1,3,5,1,1,3,2,0,0,0,0,0,-0.1,0
420,298,1,0,1,0,2,3,0.179,10,0,0,1.3394,1.3394,0,0,-0.2272,-0.8107,0.2479,1.5,1,6,3,2,1,1,3,2,5,5,1,2,2,3,1,0,1,6,1,0.4,0
420,298,2,0,1,0,1,6,0.225,0,15,0,0.3183,0,0.3183,0,-0.5598,0.0083,0.4888,0,1,6,3,2,1,1,3,2,5,5,1,2,2,3,0,0,0,0,0,1,0
420,298,3,1,1,1,3,34,0.355,5,0,1,0.5639,0,0,0.5639,0.5823,-0.1812,-1.0472,0,1,6,3,2,1,1,3,2,5,5,1,2,2,3,0,0,0,0,0,-1.2,0
422,299,1,0,1,0,2,0,0.343,25,0,0,0.2665,0.2665,0,0,0.2675,-0.3993,0.3423,1.5,1,1,2,1,1,1,2,1,7,2,1,5,2,3,1,1,2,-9,1,0.8,0
422,299,2,0,1,0,1,0,0.242,0,35,0,0.7852,0,0.7852,0,-1.4246,0.9772,0.7842,0,1,1,2,1,1,1,2,1,7,2,1,5,2,3,0,0,0,0,0,1.8,0
422,299,3,1,1,1,3,4,0.647,15,0,0.5,-1.4879,0,0,-1.4879,0.9162,0.3897,-1.4822,0,1,1,2,1,1,1,2,1,7,2,1,5,2,3,0,0,0,0,0,-0.1,0
423,300,1,0,1,1,3,0,0.44,30,0,0,1.3407,1.3407,0,0,0.3839,-0.3306,-0.2116,-9,2,1,5,1,1,1,2,2,5,2,1,5,1,2,0,0,0,7,3,0.7,0
423,300,2,0,1,0,1,0,0.086,0,60,0,-1.5095,0,-1.5095,0,-0.6029,-0.2923,-0.2791,0,2,1,5,1,1,1,2,2,5,2,1,5,1,2,0,0,0,0,0,0.7,0
423,300,3,1,1,0,2,2,0.541,10,0,0.5,-1.2215,0,0,-1.2215,0.5821,0.0027,-0.4166,0,2,1,5,1,1,1,2,2,5,2,1,5,1,2,0,0,0,0,0,-0.4,0
424,301,1,0,0,0,2,0,-0.255,30,0,0,-1.1045,-1.1045,0,0,-1.1115,-0.6362,0.2219,0.5,1,1,2,1,1,2,1,0,7,2,1,2,3,3,1,1,2,10,1,-1.1,1
424,301,2,0,0,0,1,0,0.048,0,30,0,0.7905,0,0.7905,0,-1.6694,0.7513,0.2759,0,1,1,2,1,1,2,1,0,7,2,1,2,3,3,0,0,0,0,0,1.1,1
424,301,3,0,0,1,3,1,0.874,10,0,0,-0.383,0,0,-0.383,1.4897,0.1525,-0.396,0,1,1,2,1,1,2,1,0,7,2,1,2,3,3,0,0,0,0,0,1.1,1
425,302,1,0,1,0,2,1,-0.263,15,0,0,-0.347,-0.347,0,0,-0.2479,-1.8131,-1.3534,1.5,2,1,5,2,1,2,2,1,4,5,1,3,3,2,1,1,2,5,1,0.4,1
425,302,2,0,1,0,1,1,-0.257,0,30,0,-1.6969,0,-1.6969,0,-1.1952,-0.5454,-0.8128,0,2,1,5,2,1,2,2,1,4,5,1,3,3,2,0,0,0,0,0,0.4,1
425,302,3,1,1,1,3,26,0.767,10,0,1,-0.4091,0,0,-0.4091,0.8866,0.758,-0.4076,0,2,1,5,2,1,2,2,1,4,5,1,3,3,2,0,0,0,0,0,-0.6,1
428,303,1,0,1,0,2,1,0.292,20,0,0,999,999,0,0,0.1199,-0.9273,0.3576,0.5,2,4,6,1,1,1,2,2,2,5,1,2,3,4,0,1,1,10,1,1.5,13
428,303,2,0,1,0,1,0,-0.188,0,60,0,999,0,999,0,-1.3468,-0.525,-0.2046,0,2,4,6,1,1,1,2,2,2,5,1,2,3,4,0,0,0,0,0,0.7,13
428,303,3,1,1,1,3,42,1.092,10,0,1,999,0,0,999,1.2918,0.3322,0.7579,0,2,4,6,1,1,1,2,2,2,5,1,2,3,4,0,0,0,0,0,1.5,13
429,304,1,0,1,0,1,0,0.372,-9,0,0,0.4754,0.4754,0,0,0.256,-0.5131,-0.6082,-9,1,4,2,1,1,2,1,1,6,2,4,0,3,2,1,0,1,-9,3,1.2,7
429,304,2,1,1,1,3,23,0.628,0,5,0,0.4129,0,0.4129,0,-0.1547,0.7674,-0.1453,0,1,4,2,1,1,2,1,1,6,2,4,0,3,2,0,0,0,0,0,1.2,7
429,304,3,0,1,0,2,5,0.453,2,0,1,0.0844,0,0,0.0844,1.1555,-1.2671,0.1536,0,1,4,2,1,1,2,1,1,6,2,4,0,3,2,0,0,0,0,0,-0.6,7
430,305,1,0,1,0,2,0,2.718,20,0,0,1.4227,1.4227,0,0,1.027,0.2581,0.3262,0.5,2,4,5,1,1,1,2,1,3,5,0,2,3,4,1,1,2,8,1,-1.1,2
430,305,2,0,1,0,1,0,-0.659,0,45,0,-0.9667,0,-0.9667,0,-1.0887,0.9707,-0.3715,0,2,4,5,1,1,1,2,1,3,5,0,2,3,4,0,0,0,0,0,1.7,2
430,305,3,1,1,1,3,3,0.426,15,0,1,-0.3914,0,0,-0.3914,0.8924,0.9464,-0.5652,0,2,4,5,1,1,1,2,1,3,5,0,2,3,4,0,0,0,0,0,0.8,2
431,306,1,0,1,0,1,0,-0.046,30,0,0,0.345,0.345,0,0,-0.5575,-1.7519,1.2025,0.5,2,6,5,1,1,2,1,1,7,5,1,4,4,3,0,0,0,10,2,1,1
431,306,2,0,1,0,2,1,0.387,0,-9,0,0.3628,0,0.3628,0,-0.4929,0.7335,-0.0627,0,2,6,5,1,1,2,1,1,7,5,1,4,4,3,0,0,0,0,0,1,1
431,306,3,1,1,1,3,12,0.808,-9,0,1,-0.0545,0,0,-0.0545,1.311,0.3987,-0.777,0,2,6,5,1,1,2,1,1,7,5,1,4,4,3,0,0,0,0,0,1,1
433,307,1,0,1,0,2,0,-0.052,45,0,0,-0.7498,-0.7498,0,0,-0.3699,-1.1306,-0.1643,6,2,1,5,2,1,1,3,3,7,4,1,6,3,2,0,0,0,9,1,0.5,0
433,307,2,0,1,0,1,0,-0.104,0,60,0,-1.7716,0,-1.7716,0,-1.2386,-0.2721,-0.0528,0,2,1,5,2,1,1,3,3,7,4,1,6,3,2,0,0,0,0,0,0.4,0
433,307,3,1,1,1,3,6,0.765,10,0,1,0.046,0,0,0.046,0.8996,0.3189,0.0931,0,2,1,5,2,1,1,3,3,7,4,1,6,3,2,0,0,0,0,0,-0.5,0
436,308,1,0,1,0,2,0,0.6,25,0,0,999,999,0,0,1.0535,-0.8802,0.0586,0.5,1,6,5,2,1,1,3,2,2,5,1,3,2,2,1,0,1,10,2,0.8,10
436,308,2,0,1,0,1,0,-0.479,0,45,0,999,0,999,0,-1.8132,-0.1035,-0.6955,0,1,6,5,2,1,1,3,2,2,5,1,3,2,2,0,0,0,0,0,0.8,10
436,308,3,1,1,1,3,9,0.616,10,0,1,999,0,0,999,0.7972,0.2555,-0.3665,0,1,6,5,2,1,1,3,2,2,5,1,3,2,2,0,0,0,0,0,-0.6,10
437,309,1,0,1,0,1,0,-0.345,13,0,0,-1.3203,-1.3203,0,0,-0.8843,-1.1711,-0.8693,1.5,2,3,2,1,1,2,1,3,4,2,4,6,2,2,0,0,0,9,1,-0.7,0
437,309,2,1,1,1,3,23,0.455,0,2,0,0.9884,0,0.9884,0,0.1325,0.5243,-0.75,0,2,3,2,1,1,2,1,3,4,2,4,6,2,2,0,0,0,0,0,1.1,0
437,309,3,0,1,0,2,2,0.05,15,0,0,-1.2301,0,0,-1.2301,-0.3245,-0.3902,-0.429,0,2,3,2,1,1,2,1,3,4,2,4,6,2,2,0,0,0,0,0,-0.7,0
439,310,1,0,1,0,1,0,-0.233,22,0,0,0.793,0.793,0,0,-0.7791,-1.0398,-0.7323,0.5,1,6,6,2,1,2,1,-9,3,5,5,2,2,5,0,0,0,10,1,0.7,5
439,310,2,1,1,0,2,1,0.284,0,15,0,-0.1807,0,-0.1807,0,-0.335,1.0953,-0.3056,0,1,6,6,2,1,2,1,-9,3,5,5,2,2,5,0,0,0,0,0,0.7,5
439,310,3,0,1,1,3,0,0.301,8,0,-9,0.1086,0,0,0.1086,0.6234,-0.1961,-0.662,0,1,6,6,2,1,2,1,-9,3,5,5,2,2,5,0,0,0,0,0,-1,5
441,311,1,0,1,0,1,1,0.394,15,0,0,0.1037,0.1037,0,0,0.1357,-0.5139,1.0292,0.5,2,1,3,1,1,1,4,1,7,4,1,6,2,3,1,0,1,10,1,0.7,0
441,311,2,0,1,0,2,1,0.892,0,10,0,0.6914,0,0.6914,0,0.2543,1.4487,0.4662,0,2,1,3,1,1,1,4,1,7,4,1,6,2,3,0,0,0,0,0,1.6,0
441,311,3,1,1,1,3,4,0.628,6,0,0.5,1.5347,0,0,1.5347,0.6486,0.1864,-0.5669,0,2,1,3,1,1,1,4,1,7,4,1,6,2,3,0,0,0,0,0,0.7,0
442,312,1,1,1,1,3,6,0.275,20,0,0,0.3342,0.3342,0,0,-0.4188,-0.6183,1.1127,0.5,2,5,3,1,1,2,1,0,7,5,1,3,2,2,1,1,2,5,1,1,1
442,312,2,0,1,0,2,1,0.431,0,25,0,0.5492,0,0.5492,0,-1.3362,1.093,0.3545,0,2,5,3,1,1,2,1,0,7,5,1,3,2,2,0,0,0,0,0,2.1,1
442,312,3,0,1,0,1,2,0.261,10,0,0,-1.8632,0,0,-1.8632,-0.3756,0.5181,-1.5018,0,2,5,3,1,1,2,1,0,7,5,1,3,2,2,0,0,0,0,0,-1.4,1
443,313,1,0,1,0,2,0,0.9,-9,0,0,0.7264,0.7264,0,0,-0.2226,-0.5607,-0.2115,0.5,1,1,3,2,1,1,3,1,4,2,3,4,3,3,0,0,0,10,3,-0.2,0
443,313,2,0,1,0,1,0,0.9,0,30,0,0.39,0,0.39,0,-0.5038,0.378,0.5034,0,1,1,3,2,1,1,3,1,4,2,3,4,3,3,0,0,0,0,0,1.3,0
443,313,3,1,1,1,3,29,-1.3,7,0,0.5,0.5478,0,0,0.5478,0.9047,0.2888,-1.8985,0,1,1,3,2,1,1,3,1,4,2,3,4,3,3,0,0,0,0,0,-0.9,0
444,314,1,1,1,1,3,11,0.424,20,0,0,1.4208,1.4208,0,0,0.4774,-1.0008,0.7521,1.5,1,1,4,1,2,1,5,1,7,5,1,5,3,2,1,1,2,8,1,1.1,0
444,314,2,0,1,0,1,1,0.039,0,40,0,-0.8779,0,-0.8779,0,-1.3373,0.7279,0.0887,0,1,1,4,1,2,1,5,1,7,5,1,5,3,2,0,0,0,0,0,1.1,0
444,314,3,0,1,0,2,36,0.22,10,0,0.5,-1.3897,0,0,-1.3897,0.8121,-0.4488,-2.0719,0,1,1,4,1,2,1,5,1,7,5,1,5,3,2,0,0,0,0,0,-1.2,0
446,315,1,1,1,0,2,5,0.122,15,0,0,1.1622,1.1622,0,0,-0.18,-0.5934,0.5032,0.5,2,6,3,2,1,1,4,0,5,3,1,2,3,2,1,1,2,9,1,0.6,3
446,315,2,0,1,0,1,0,-0.029,0,30,0,0.3468,0,0.3468,0,-1.0838,0.3887,-0.662,0,2,6,3,2,1,1,4,0,5,3,1,2,3,2,0,0,0,0,0,1.2,3
446,315,3,0,1,1,3,3,0.733,5,0,0,0.4263,0,0,0.4263,0.9568,0.3215,-0.1929,0,2,6,3,2,1,1,4,0,5,3,1,2,3,2,0,0,0,0,0,0.1,3
447,316,1,0,1,0,2,0,-0.208,20,0,0,0.3161,0.3161,0,0,-0.6815,-0.823,-0.8663,0.5,1,5,4,2,1,1,5,2,4,2,5,4,3,2,0,0,0,7,1,-0.7,0
447,316,2,0,1,0,1,0,-0.153,0,90,0,-0.9475,0,-0.9475,0,-1.3874,0.3988,-1.2521,0,1,5,4,2,1,1,5,2,4,2,5,4,3,2,0,0,0,0,0,0.9,0
447,316,3,1,1,1,3,22,0.215,10,0,0.7,1.0211,0,0,1.0211,0.6718,-0.6082,-1.7172,0,1,5,4,2,1,1,5,2,4,2,5,4,3,2,0,0,0,0,0,0.1,0
448,317,1,0,1,0,2,0,-0.014,30,0,0,-0.0274,-0.0274,0,0,-0.731,-0.9648,0.4364,1.5,2,5,5,2,1,2,1,1,4,5,1,1,2,2,0,0,0,9,1,1.1,0
448,317,2,0,1,0,1,0,0.001,0,60,0,-0.8604,0,-0.8604,0,-1.6988,0.373,0.4787,0,2,5,5,2,1,2,1,1,4,5,1,1,2,2,0,0,0,0,0,1.1,0
448,317,3,1,1,1,3,16,0.874,10,0,1,0.1609,0,0,0.1609,1.0208,0.7427,0.1932,0,2,5,5,2,1,2,1,1,4,5,1,1,2,2,0,0,0,0,0,1.1,0
449,318,1,0,1,0,1,0,-0.41,-9,0,0,0.0986,0.0986,0,0,-0.8881,-2.3343,0.0862,-9,2,1,1,2,1,2,4,2,4,2,4,3,3,3,0,0,0,7,3,1.1,0
449,318,2,0,1,0,2,3,0.141,0,30,0,-1.0238,0,-1.0238,0,-1.762,0.8489,0.514,0,2,1,1,2,1,2,4,2,4,2,4,3,3,3,0,0,0,0,0,2.2,0
449,318,3,1,1,1,3,14,0.809,20,0,0.7,0.743,0,0,0.743,1.2313,0.1534,0.5321,0,2,1,1,2,1,2,4,2,4,2,4,3,3,3,0,0,0,0,0,-0.6,0
451,319,1,0,1,0,2,0,-0.005,30,0,0,0.1656,0.1656,0,0,-0.136,-1.1505,-0.3002,1.5,1,1,3,2,0,2,3,1,5,3,1,2,2,1,0,0,0,10,1,0.6,0
451,319,2,0,1,0,1,0,-0.241,0,50,0,-0.2284,0,-0.2284,0,-1.5263,-0.0168,0.5317,0,1,1,3,2,0,2,3,1,5,3,1,2,2,1,0,0,0,0,0,-0.9,0
451,319,3,1,1,1,3,10,0.867,8,0,1,1.1704,0,0,1.1704,1,0.8555,0.1958,0,1,1,3,2,0,2,3,1,5,3,1,2,2,1,0,0,0,0,0,-0.9,0
452,320,1,0,1,0,2,1,0.049,30,0,0,-1.0436,-1.0436,0,0,-0.3007,-1.5652,0.5501,1.5,1,4,6,2,1,1,3,3,5,5,3,3,3,2,0,1,1,10,1,1.1,0
452,320,2,0,1,0,1,0,-0.314,0,45,0,-1.1774,0,-1.1774,0,-2.2113,0.0696,-0.5422,0,1,4,6,2,1,1,3,3,5,5,3,3,3,2,0,0,0,0,0,1.1,0
452,320,3,1,1,1,3,10,0.726,15,0,1,0.4981,0,0,0.4981,0.7378,0.7139,0.1572,0,1,4,6,2,1,1,3,3,5,5,3,3,3,2,0,0,0,0,0,-1,0
453,321,1,0,1,1,3,0,-0.476,25,0,0,-0.3521,-0.3521,0,0,-1.0648,-1.9658,-0.5926,3,1,1,4,1,1,2,1,1,5,5,1,4,3,4,0,0,0,1,2,-0.8,0
453,321,2,0,1,0,2,3,0.117,0,15,0,0.9676,0,0.9676,0,-1.2999,0.7014,-0.7485,0,1,1,4,1,1,2,1,1,5,5,1,4,3,4,0,0,0,0,0,1.3,0
453,321,3,1,1,0,1,3,0.039,10,0,1,-2.3205,0,0,-2.3205,-0.5481,-0.2629,-1.2065,0,1,1,4,1,1,2,1,1,5,5,1,4,3,4,0,0,0,0,0,-0.8,0
454,322,1,0,1,0,2,3,0.37,25,0,0,0.8126,0.8126,0,0,0.5158,-0.8183,0.4627,0.5,2,4,3,2,1,2,3,2,4,5,1,5,2,1,1,1,2,10,1,1.2,0
454,322,2,0,1,0,1,0,0.213,0,45,0,-0.9776,0,-0.9776,0,-1.1204,0.8564,-0.0521,0,2,4,3,2,1,2,3,2,4,5,1,5,2,1,0,0,0,0,0,1.2,0
454,322,3,1,1,1,3,9,0.747,15,0,1,0.5021,0,0,0.5021,0.9234,0.2899,0.0546,0,2,4,3,2,1,2,3,2,4,5,1,5,2,1,0,0,0,0,0,-0.7,0
455,323,1,0,1,0,2,0,0.193,30,0,0,-0.5234,-0.5234,0,0,-0.0463,-1.139,0.7337,3,1,2,6,2,1,2,1,1,4,5,3,4,4,5,0,0,0,10,1,1.5,3
455,323,2,0,1,0,1,0,-0.191,0,33,0,0.1554,0,0.1554,0,-1.6922,0.5914,-0.0852,0,1,2,6,2,1,2,1,1,4,5,3,4,4,5,0,0,0,0,0,0.7,3
455,323,3,1,1,1,3,8,1.111,8,0,1,0.2987,0,0,0.2987,1.2508,1.3539,-0.0458,0,1,2,6,2,1,2,1,1,4,5,3,4,4,5,0,0,0,0,0,-0.9,3
457,324,1,0,1,0,1,0,0.485,-9,0,0,-0.1715,-0.1715,0,0,0.3086,-0.2017,0.0706,1.5,2,5,5,1,1,1,5,3,6,5,1,6,1,3,0,0,0,10,3,1.1,0
457,324,2,0,1,0,2,1,0.715,0,8,0,0.8653,0,0.8653,0,0.3177,0.4858,0.1417,0,2,5,5,1,1,1,5,3,6,5,1,6,1,3,0,0,0,0,0,1.1,0
457,324,3,1,1,1,3,11,0.606,3,0,0.7,0.1339,0,0,0.1339,0.5929,0.3987,0.1536,0,2,5,5,1,1,1,5,3,6,5,1,6,1,3,0,0,0,0,0,-0.4,0
458,325,1,0,1,0,1,1,0.239,10,0,0,-0.3415,-0.3415,0,0,-0.0701,-0.8254,1.1216,-9,2,4,6,2,1,2,1,1,4,4,1,0,3,3,9,9,9,10,0,0.8,8
458,325,2,0,1,0,2,1,0.455,0,10,0,-0.1526,0,-0.1526,0,-0.1017,0.0431,0.7594,0,2,4,6,2,1,2,1,1,4,4,1,0,3,3,0,0,0,0,0,0.8,8
458,325,3,1,1,1,3,23,0.517,3,0,1,-0.8113,0,0,-0.8113,0.5477,0.159,0.3554,0,2,4,6,2,1,2,1,1,4,4,1,0,3,3,0,0,0,0,0,-0.8,8
459,326,1,0,1,0,2,0,-0.035,35,0,0,-0.5872,-0.5872,0,0,-0.3672,-0.8095,-0.2376,0.5,1,2,3,1,1,1,4,1,7,2,1,5,1,4,1,1,2,10,1,0.6,0
459,326,2,0,1,0,1,0,0.046,0,35,0,0.8347,0,0.8347,0,-0.8419,0.2348,-0.2493,0,1,2,3,1,1,1,4,1,7,2,1,5,1,4,0,0,0,0,0,1.1,0
459,326,3,1,1,1,3,13,0.588,10,0,0.5,-0.5568,0,0,-0.5568,0.6552,0.607,-1.1987,0,1,2,3,1,1,1,4,1,7,2,1,5,1,4,0,0,0,0,0,-0.4,0
460,327,1,0,1,0,2,8,0.203,20,0,0,-0.0497,-0.0497,0,0,0.3649,-0.9663,0.6291,0.5,1,1,5,1,1,1,4,2,6,3,1,4,2,5,0,1,1,10,1,0.5,0
460,327,2,0,1,0,1,0,0.338,0,25,0,0.7883,0,0.7883,0,-0.726,0.7461,0.8579,0,1,1,5,1,1,1,4,2,6,3,1,4,2,5,0,0,0,0,0,1,0
460,327,3,1,1,1,3,13,0.931,15,0,0.7,0.6296,0,0,0.6296,1.0721,0.4428,0.377,0,1,1,5,1,1,1,4,2,6,3,1,4,2,5,0,0,0,0,0,1,0
461,328,1,1,1,0,2,3,0.304,10,0,0,1.2031,1.2031,0,0,0.1202,-1.5311,1.4025,0.5,2,6,6,1,1,1,2,2,7,5,5,1,2,4,0,1,1,9,1,1,0
461,328,2,0,1,0,1,0,0.333,0,30,0,-0.4599,0,-0.4599,0,-0.9768,0.8394,0.2393,0,2,6,6,1,1,1,2,2,7,5,5,1,2,4,0,0,0,0,0,1,0
461,328,3,0,1,1,3,34,0.813,5,0,1,0.6349,0,0,0.6349,1.0396,0.4469,0.3992,0,2,6,6,1,1,1,2,2,7,5,5,1,2,4,0,0,0,0,0,-1,0
463,329,1,1,1,1,3,3,0.2,10,0,0,1.6214,1.6214,0,0,0.5294,0.4903,0.3332,3,2,6,6,1,2,1,2,0,3,5,0,1,2,2,0,1,1,8,1,1.1,0
463,329,2,0,1,0,1,0,-1.1,0,25,0,-0.4547,0,-0.4547,0,-2.0054,-0.1975,0.3065,0,2,6,6,1,2,1,2,0,3,5,0,1,2,2,0,0,0,0,0,1.1,0
463,329,3,0,1,0,2,1,1.4,7,0,0,0.7269,0,0,0.7269,1.3397,-0.722,1.0377,0,2,6,6,1,2,1,2,0,3,5,0,1,2,2,0,0,0,0,0,-0.2,0
468,330,1,0,1,0,2,0,0.203,20,0,0,0.491,0.491,0,0,0.1153,-1.449,0.6616,0.5,2,5,2,1,1,2,1,0,7,3,1,1,2,4,0,0,0,10,1,0.5,0
468,330,2,1,1,1,3,15,0.733,0,1,0,1.3997,0,1.3997,0,0.8504,0.3862,-0.332,0,2,5,2,1,1,2,1,0,7,3,1,1,2,4,0,0,0,0,0,1.1,0
468,330,3,0,1,0,1,0,0.647,1,0,-9,-1.0155,0,0,-1.0155,1.2398,-0.3625,-0.0769,0,2,5,2,1,1,2,1,0,7,3,1,1,2,4,0,0,0,0,0,-1.1,0
471,331,1,0,1,0,1,0,-0.237,32,0,0,-1.0035,-1.0035,0,0,-0.6639,-1.4337,-0.2576,3,2,1,3,1,1,1,4,2,6,5,1,6,3,2,0,0,0,10,1,0.6,0
471,331,2,0,1,0,2,3,0.27,0,10,0,-0.6286,0,-0.6286,0,-0.0377,-0.3116,-0.2031,0,2,1,3,1,1,1,4,2,6,5,1,6,3,2,0,0,0,0,0,0.6,0
471,331,3,1,1,1,3,27,0.409,3,0,1,0.372,0,0,0.372,0.501,-0.2819,-0.535,0,2,1,3,1,1,1,4,2,6,5,1,6,3,2,0,0,0,0,0,0.3,0
472,332,1,0,1,0,1,0,-1.4,20,0,0,0.8377,0.8377,0,0,0.065,-1.5642,1.3883,0.5,1,6,3,1,1,2,1,1,6,3,1,6,3,2,0,0,0,8,1,1.4,0
472,332,2,0,1,0,2,1,-1.4,0,20,0,0.5472,0,0.5472,0,-0.8009,1.8202,1.4021,0,1,6,3,1,1,2,1,1,6,3,1,6,3,2,0,0,0,0,0,2.8,0
472,332,3,1,1,1,3,9,-1.4,8,0,1,1.1426,0,0,1.1426,1.3788,0.8865,0.8912,0,1,6,3,1,1,2,1,1,6,3,1,6,3,2,0,0,0,0,0,-0.6,0
473,333,1,0,1,0,1,0,0.099,20,0,0,-0.3372,-0.3372,0,0,-0.1709,-1.1707,0.3794,6,1,6,1,2,2,3,1,3,0,5,6,4,3,2,1,1,2,10,1,0.5,1
473,333,2,1,1,1,3,1,0.588,0,23,0,0.9031,0,0.9031,0,0.5591,0.6131,-0.5561,0,1,6,1,2,2,3,1,3,0,5,6,4,3,2,0,0,0,0,0,1.1,1
473,333,3,0,1,0,2,0,0.457,10,0,3,0.215,0,0,0.215,0.6217,0.152,-0.681,0,1,6,1,2,2,3,1,3,0,5,6,4,3,2,0,0,0,0,0,-0.4,1
474,334,1,0,1,0,2,0,-0.094,30,0,0,-1.0781,-1.0781,0,0,-0.9682,-1.0446,0.619,0.5,1,5,6,2,1,2,1,1,4,5,1,1,2,2,1,1,2,9,1,0.5,0
474,334,2,0,1,0,1,0,0.197,0,40,0,-0.9694,0,-0.9694,0,-1.7895,0.9677,1.0004,0,1,5,6,2,1,2,1,1,4,5,1,1,2,2,0,0,0,0,0,1.2,0
474,334,3,1,1,1,3,3,0.856,10,0,1,0.6818,0,0,0.6818,1.2717,0.1048,0.7776,0,1,5,6,2,1,2,1,1,4,5,1,1,2,2,0,0,0,0,0,-2.5,0
475,335,1,1,1,0,2,16,0.354,10,0,0,999,999,0,0,0.35,-0.7348,1.5507,1.5,2,1,6,1,1,2,1,0,4,5,1,0,3,3,0,1,1,8,1,-1.8,13
475,335,2,0,1,1,3,15,0.069,0,15,0,999,0,999,0,-1.2115,-0.0084,0.461,0,2,1,6,1,1,2,1,0,4,5,1,0,3,3,0,0,0,0,0,0.9,13
475,335,3,0,1,0,1,0,0.9,7,0,0,999,0,0,999,1.0658,0.5191,-0.3918,0,2,1,6,1,1,2,1,0,4,5,1,0,3,3,0,0,0,0,0,0.9,13
476,336,1,0,1,0,2,0,0.361,20,0,0,-0.4563,-0.4563,0,0,0.0964,-0.2088,0.0256,0.5,1,2,4,2,1,1,5,2,5,5,3,5,2,4,0,1,1,10,1,1,0
476,336,2,0,1,0,1,0,-0.082,0,30,0,-1.7299,0,-1.7299,0,-1.829,1.1106,-0.6758,0,1,2,4,2,1,1,5,2,5,5,3,5,2,4,0,0,0,0,0,1,0
476,336,3,1,1,1,3,8,0.819,10,0,0.7,0.4187,0,0,0.4187,1.0557,0.1543,0.783,0,1,2,4,2,1,1,5,2,5,5,3,5,2,4,0,0,0,0,0,-1,0
477,337,1,1,1,1,3,17,0.398,15,0,0,0.7108,0.7108,0,0,0.3832,-0.0347,-0.7508,3,2,6,5,2,1,1,4,1,5,5,2,5,2,4,1,1,2,10,1,1.3,1
477,337,2,0,1,0,1,1,0.151,0,35,0,-0.6027,0,-0.6027,0,-1.2089,1.0758,-0.9702,0,2,6,5,2,1,1,4,1,5,5,2,5,2,4,0,0,0,0,0,1.3,1
477,337,3,0,1,0,2,1,0.495,8,0,0.3,-1.0955,0,0,-1.0955,0.9772,-0.16,-1.2719,0,2,6,5,2,1,1,4,1,5,5,2,5,2,4,0,0,0,0,0,-0.2,1
478,338,1,1,1,1,3,9,0.34,15,0,0,1.3726,1.3726,0,0,0.3964,-0.9848,0.3381,1.5,2,2,1,2,2,2,2,1,2,4,4,5,2,2,1,1,2,10,1,0.5,0
478,338,2,0,1,0,1,0,0.776,0,45,0,0.8471,0,0.8471,0,-0.3264,1.2625,0.5387,0,2,2,1,2,2,2,2,1,2,4,4,5,2,2,0,0,0,0,0,2,0
478,338,3,0,1,0,2,3,0.751,10,0,0.5,-0.7149,0,0,-0.7149,0.7735,0.4176,0.0033,0,2,2,1,2,2,2,2,1,2,4,4,5,2,2,0,0,0,0,0,1,0
479,339,1,0,1,1,3,1,-0.7,-9,0,0,1.2489,1.2489,0,0,0.8299,-0.5543,0.0309,1.5,2,1,2,2,1,2,1,0,5,2,4,1,2,2,0,0,0,6,1,0.8,0
479,339,2,1,1,0,2,19,1.6,0,20,0,0.6152,0,0.6152,0,-0.6224,0.4545,-0.0474,0,2,1,2,2,1,2,1,0,5,2,4,1,2,2,0,0,0,0,0,1.6,0
479,339,3,0,1,0,1,8,-1.5,5,0,0,0.986,0,0,0.986,0.6839,-0.8915,0.0092,0,2,1,2,2,1,2,1,0,5,2,4,1,2,2,0,0,0,0,0,-0.7,0
480,340,1,0,1,0,2,0,1.2,30,0,0,999,999,0,0,0.5003,-0.7144,-0.8919,-9,2,1,3,2,1,1,5,1,4,5,3,4,2,4,9,9,9,10,0,0.8,27
480,340,2,0,1,0,1,0,-1.8,0,30,0,999,0,999,0,-1.7842,1.0221,-0.7821,0,2,1,3,2,1,1,5,1,4,5,3,4,2,4,0,0,0,0,0,-1.2,27
480,340,3,1,1,1,3,12,1.2,10,0,1,999,0,0,999,1.2671,0.1905,-0.0194,0,2,1,3,2,1,1,5,1,4,5,3,4,2,4,0,0,0,0,0,0.8,27
481,341,1,0,1,0,2,3,0.34,30,0,0,0.9992,0.9992,0,0,0.0898,-0.4754,0.5307,3,2,5,3,1,1,1,4,2,7,3,1,6,1,2,1,1,2,10,1,0.5,0
