surv,num,modeid,modechos,choiflag,frstpref,rankpref,freq,excpt,timev,timew,apd,op,opb,opw,opc,f1gensvc,f2convac,f3psych,bwlk,stop,trpurpos,age,sex,drivlic,married,famsize,ncars,educ,lres,work,income,ptevop,congevop,freq1,freq2,freqk,busseat,bstdt,cost,nmisop
174,126,3,0,1,0,2,16,-0.096,11,0,2.5,-0.6819,0,0,-0.6819,-0.6387,-0.1165,-0.9507,0,2,4,2,1,4,2,1,3,0,5,0,1,2,4,0,0,0,0,0,-1.7,0
176,127,1,0,1,0,2,0,0.625,20,0,0,0.5591,0.5591,0,0,0.5233,-0.2841,0.1649,0.5,1,1,3,1,1,1,4,2,7,4,1,5,1,4,1,1,2,10,1,1.3,0
176,127,2,0,1,0,1,0,0.04,0,40,0,0.3496,0,0.3496,0,-1.4282,0.6151,-0.6792,0,1,1,3,1,1,1,4,2,7,4,1,5,1,4,0,0,0,0,0,0.6,0
176,127,3,1,1,1,3,6,0.683,10,0,1,1.4414,0,0,1.4414,0.7188,0.8975,-0.8319,0,1,1,3,1,1,1,4,2,7,4,1,5,1,4,0,0,0,0,0,-0.7,0
177,128,1,0,1,0,2,0,-0.069,15,0,0,-0.819,-0.819,0,0,-0.4509,-1.087,-0.1706,0.5,1,1,6,1,1,1,2,2,4,5,1,5,4,2,0,0,0,10,1,0.5,0
177,128,2,0,1,0,1,0,0.197,0,30,0,0.173,0,0.173,0,-0.8488,0.283,0.4641,0,1,1,6,1,1,1,2,2,4,5,1,5,4,2,0,0,0,0,0,1.1,0
177,128,3,1,1,1,3,14,0.865,10,0,1,1.5658,0,0,1.5658,1.0697,0.4781,-0.2176,0,1,1,6,1,1,1,2,2,4,5,1,5,4,2,0,0,0,0,0,0.5,0
179,129,1,0,1,0,1,1,-0.048,30,0,0,-1.2094,-1.2094,0,0,-0.3656,-1.3105,0.4592,0.5,1,4,6,1,1,1,2,1,7,5,1,5,4,3,1,0,1,9,1,0.6,0
179,129,2,1,1,1,3,6,0.634,0,15,0,1.2114,0,1.2114,0,-0.3658,1.0837,0.1206,0,1,4,6,1,1,1,2,1,7,5,1,5,4,3,0,0,0,0,0,1.2,0
179,129,3,0,1,0,2,6,0.387,20,0,0.5,-2.6823,0,0,-2.6823,0.9073,-0.0413,-2.0012,0,1,4,6,1,1,1,2,1,7,5,1,5,4,3,0,0,0,0,0,-1.3,0
183,130,1,0,1,0,2,0,0.716,15,0,0,-1.4157,-1.4157,0,0,0.516,-0.0318,1.0396,0.5,2,4,5,1,1,1,2,1,4,5,1,0,2,4,1,0,1,8,1,2.2,2
183,130,2,0,1,0,1,0,0.272,0,30,0,-1.0585,0,-1.0585,0,-1.3281,0.9394,0.6933,0,2,4,5,1,1,1,2,1,4,5,1,0,2,4,0,0,0,0,0,1,2
183,130,3,1,1,1,3,9,0.532,10,0,0.5,-1.425,0,0,-1.425,0.5566,-0.0729,0.5559,0,2,4,5,1,1,1,2,1,4,5,1,0,2,4,0,0,0,0,0,-1.2,2
184,131,1,0,1,1,3,0,-0.189,-9,0,0,2.3883,2.3883,0,0,-0.1099,-1.2188,0.4334,-9,2,4,1,1,1,2,2,2,4,2,4,4,2,2,0,0,0,10,3,-0.6,3
184,131,2,1,1,0,1,5,0.379,0,25,0,0.5218,0,0.5218,0,-0.8905,0.9066,0.4417,0,2,4,1,1,1,2,2,2,4,2,4,4,2,2,0,0,0,0,0,1.3,3
184,131,3,0,1,0,2,0,0.021,-9,0,1,-0.3537,0,0,-0.3537,0.464,-1.0711,-1.2064,0,2,4,1,1,1,2,2,2,4,2,4,4,2,2,0,0,0,0,0,-1.3,3
185,132,1,0,1,0,2,0,0.538,30,0,0,0.8318,0.8318,0,0,0.4982,-0.7348,1.5103,0.5,2,4,4,1,1,1,4,1,7,3,1,6,2,2,1,0,1,10,1,0.7,0
185,132,2,0,1,0,1,0,0.396,0,45,0,0.6189,0,0.6189,0,-0.1877,-0.1139,1.2755,0,2,4,4,1,1,1,4,1,7,3,1,6,2,2,0,0,0,0,0,1.5,0
185,132,3,1,1,1,3,0,0.734,25,0,0.5,0.9441,0,0,0.9441,0.7925,0.3819,0.0109,0,2,4,4,1,1,1,4,1,7,3,1,6,2,2,0,0,0,0,0,-0.8,0
186,133,1,0,1,0,2,0,-0.012,20,0,0,-0.6305,-0.6305,0,0,-0.6066,-0.5207,-0.4096,0.5,1,4,3,2,1,1,4,2,7,5,1,4,3,2,1,1,2,10,1,1.2,0
186,133,2,0,1,0,1,0,-0.163,0,45,0,-1.5104,0,-1.5104,0,-1.6484,0.7007,-1.123,0,1,4,3,2,1,1,4,2,7,5,1,4,3,2,0,0,0,0,0,1.2,0
186,133,3,1,1,1,3,9,0.785,11,0,1,0.0554,0,0,0.0554,0.9981,0.8439,-1.484,0,1,4,3,2,1,1,4,2,7,5,1,4,3,2,0,0,0,0,0,-1.3,0
187,134,1,0,1,0,2,0,-0.2,30,0,0,-1.5644,-1.5644,0,0,-0.4391,-1.4039,-0.0846,3,2,4,3,1,1,1,2,1,7,3,1,6,1,2,1,1,2,9,1,0.6,0
187,134,2,0,1,0,1,0,-0.14,0,25,0,-0.8745,0,-0.8745,0,-1.6788,0.8723,-0.1,0,2,4,3,1,1,1,2,1,7,3,1,6,1,2,0,0,0,0,0,1.2,0
187,134,3,1,1,1,3,12,0.714,10,0,0.5,0.3383,0,0,0.3383,0.8841,0.6975,-0.3807,0,2,4,3,1,1,1,2,1,7,3,1,6,1,2,0,0,0,0,0,-0.6,0
189,135,1,0,1,0,2,1,0.591,15,0,0,1.0513,1.0513,0,0,0.2003,0.3153,0.3364,0.5,2,2,6,1,1,1,2,1,4,5,2,2,2,4,1,1,2,9,1,0.9,0
189,135,2,0,1,0,1,0,-0.168,0,60,0,0.3389,0,0.3389,0,-0.6235,0.3128,-2.7857,0,2,2,6,1,1,1,2,1,4,5,2,2,2,4,0,0,0,0,0,0.9,0
189,135,3,1,1,1,3,3,1.045,10,0,0.5,1.1871,0,0,1.1871,1.4156,0.6062,-0.0764,0,2,2,6,1,1,1,2,1,4,5,2,2,2,4,0,0,0,0,0,-1.9,0
190,136,1,0,1,0,2,0,-0.149,-9,0,0,999,999,0,0,-0.199,-1.3771,-1.8416,6,2,1,5,1,1,1,3,3,4,4,2,2,0,4,0,0,0,2,3,0.1,12
190,136,2,0,1,0,1,0,0.276,0,-9,0,999,0,999,0,-2.943,1.5306,1.0385,0,2,1,5,1,1,1,3,3,4,4,2,2,0,4,0,0,0,0,0,0.1,12
190,136,3,1,1,1,3,3,0.122,12,0,1,999,0,0,999,0.2533,-0.8177,-2.3018,0,2,1,5,1,1,1,3,3,4,4,2,2,0,4,0,0,0,0,0,2.2,12
191,137,1,0,1,0,1,0,0.121,15,0,0,-1.2921,-1.2921,0,0,-0.1532,-0.6286,-0.4539,0.5,2,1,2,1,0,1,2,1,7,2,2,3,0,2,0,0,0,-9,3,0.1,0
191,137,2,1,1,0,2,12,0.911,0,5,0,1.3979,0,1.3979,0,0.7576,1.181,-0.5374,0,2,1,2,1,0,1,2,1,7,2,2,3,0,2,0,0,0,0,0,2.1,0
191,137,3,0,1,1,3,6,0.582,5,0,-9,0.3996,0,0,0.3996,0.7605,0.6387,-0.5859,0,2,1,2,1,0,1,2,1,7,2,2,3,0,2,0,0,0,0,0,1.1,0
192,138,1,0,1,0,2,3,-0.329,45,0,0,-0.7429,-0.7429,0,0,-0.3286,-1.9133,-0.5811,3,1,5,3,1,1,1,4,1,5,2,1,0,3,4,1,1,2,10,1,1,0
192,138,2,0,1,0,1,0,-0.251,0,90,0,-0.6717,0,-0.6717,0,-1.1769,-0.1448,-0.3341,0,1,5,3,1,1,1,4,1,5,2,1,0,3,4,0,0,0,0,0,1,0
192,138,3,1,1,1,3,14,0.596,10,0,0.5,0.9084,0,0,0.9084,0.7498,0.1777,-0.5652,0,1,5,3,1,1,1,4,1,5,2,1,0,3,4,0,0,0,0,0,1,0
194,139,1,0,1,0,1,1,0.055,10,0,0,0.6366,0.6366,0,0,0.0141,-1.2958,-0.0304,-9,2,3,2,1,1,2,1,1,6,2,4,0,2,2,0,0,0,9,3,0.5,0
194,139,2,0,1,0,2,6,0.235,0,15,0,-0.6136,0,-0.6136,0,-0.9616,0.6243,0.497,0,2,3,2,1,1,2,1,1,6,2,4,0,2,2,0,0,0,0,0,1.3,0
194,139,3,1,1,1,3,14,0.852,5,0,1,0.943,0,0,0.943,0.9687,0.9919,-0.2666,0,2,3,2,1,1,2,1,1,6,2,4,0,2,2,0,0,0,0,0,-0.9,0
196,140,1,0,1,0,1,0,0.116,15,0,0,-0.1836,-0.1836,0,0,-0.0133,-1.0393,0.6213,1.5,1,1,4,2,1,1,3,1,7,3,1,5,3,4,1,1,2,10,1,0.7,0
196,140,2,0,1,0,2,1,0.31,0,15,0,0.4957,0,0.4957,0,-0.7997,0.7708,0.4049,0,1,1,4,2,1,1,3,1,7,3,1,5,3,4,0,0,0,0,0,1.4,0
196,140,3,1,1,1,3,29,0.637,5,0,0.5,0.3019,0,0,0.3019,0.7559,0.5262,-0.3509,0,1,1,4,2,1,1,3,1,7,3,1,5,3,4,0,0,0,0,0,-0.6,0
197,141,1,0,1,0,2,1,-0.319,40,0,0,-0.5588,-0.5588,0,0,-0.5556,-1.3295,0.6268,3,2,2,4,1,1,1,4,1,6,5,2,3,3,2,1,1,2,10,1,1,0
197,141,2,0,1,0,1,0,-0.103,0,60,0,-0.0071,0,-0.0071,0,-1.2529,0.0765,0.016,0,2,2,4,1,1,1,4,1,6,5,2,3,3,2,0,0,0,0,0,1,0
197,141,3,1,1,1,3,17,0.871,10,0,0.5,-1.0866,0,0,-1.0866,1.0815,0.4127,-0.2112,0,2,2,4,1,1,1,4,1,6,5,2,3,3,2,0,0,0,0,0,-1.1,0
199,142,1,0,1,0,2,0,0.292,30,0,0,1.2268,1.2268,0,0,-0.1658,-0.9099,1.026,1.5,1,1,2,2,1,2,2,2,7,2,4,2,3,4,0,0,0,8,1,0.7,0
199,142,2,1,1,1,3,6,0.774,0,25,0,1.3563,0,1.3563,0,-0.0848,1.0648,0.8292,0,1,1,2,2,1,2,2,2,7,2,4,2,3,4,0,0,0,0,0,1.5,0
199,142,3,0,1,0,1,2,0.268,5,0,1,-1.6384,0,0,-1.6384,0.2174,0.295,-1.2482,0,1,1,2,2,1,2,2,2,7,2,4,2,3,4,0,0,0,0,0,-1.6,0
200,143,1,0,1,0,2,8,0.607,10,0,0,0.3358,0.3358,0,0,0.6652,-0.7921,1.0794,1.5,2,1,4,1,2,2,1,0,5,5,1,3,3,4,1,1,2,10,1,1.4,0
200,143,2,1,1,1,3,15,1.14,0,10,0,0.1738,0,0.1738,0,1.108,1.2027,0.8077,0,2,1,4,1,2,2,1,0,5,5,1,3,3,4,0,0,0,0,0,2.7,0
200,143,3,0,1,0,1,3,0.774,5,0,0,0.6413,0,0,0.6413,1.5379,0.0373,-0.1897,0,2,1,4,1,2,2,1,0,5,5,1,3,3,4,0,0,0,0,0,-1.2,0
201,144,1,0,1,0,2,1,0.549,30,0,0,1.0736,1.0736,0,0,-0.0684,-0.5352,1.9202,1.5,2,5,3,1,1,1,3,1,7,4,2,3,3,2,1,1,2,9,1,1.4,0
201,144,2,0,1,0,1,0,0.43,0,-9,0,-0.1108,0,-0.1108,0,-1.69,1.6424,1.2085,0,2,5,3,1,1,1,3,1,7,4,2,3,3,2,0,0,0,0,0,1.4,0
201,144,3,1,1,1,3,3,0.846,12,0,1,-0.6099,0,0,-0.6099,1.1222,1.0913,0.3754,0,2,5,3,1,1,1,3,1,7,4,2,3,3,2,0,0,0,0,0,-1.5,0
202,145,1,0,1,0,1,0,-0.276,-9,0,0,-0.8323,-0.8323,0,0,-0.5447,-1.5535,-0.1877,1.5,1,1,3,2,1,1,4,1,7,3,2,4,3,3,0,0,0,9,3,0.4,0
202,145,2,0,1,0,2,1,0.352,0,-9,0,1.4777,0,1.4777,0,-0.5276,0.6438,-0.4148,0,1,1,3,2,1,1,4,1,7,3,2,4,3,3,0,0,0,0,0,1,0
202,145,3,1,1,1,3,20,0.448,20,0,0.5,-1.576,0,0,-1.576,0.1332,0.6209,-0.8129,0,1,1,3,2,1,1,4,1,7,3,2,4,3,3,0,0,0,0,0,-0.8,0
203,146,1,1,1,1,3,14,1.074,5,0,0,999,999,0,0,1.4906,0.1251,0.6405,1.5,2,6,6,2,2,1,2,0,2,5,2,1,0,0,1,0,1,10,1,1.8,15
203,146,2,0,1,0,1,0,-0.686,0,25,0,999,0,999,0,-2.4445,0.1222,-1.6114,0,2,6,6,2,2,1,2,0,2,5,2,1,0,0,0,0,0,0,0,-0.2,15
203,146,3,0,1,0,2,3,0.275,5,0,0,999,0,0,999,1.034,-0.7,-1.2466,0,2,6,6,2,2,1,2,0,2,5,2,1,0,0,0,0,0,0,0,-1.2,15
204,147,1,0,1,0,2,1,0.078,8,0,0,-0.3469,-0.3469,0,0,-0.9825,-0.333,1.3433,1.5,2,6,6,2,1,1,5,3,5,5,3,5,2,2,0,0,0,10,1,-1.2,1
204,147,2,0,1,0,1,0,0.13,0,15,0,-0.5703,0,-0.5703,0,-1.4853,0.3024,0.779,0,2,6,6,2,1,1,5,3,5,5,3,5,2,2,0,0,0,0,0,1,1
204,147,3,1,1,1,3,23,1.003,5,0,1,0.4553,0,0,0.4553,1.32,0.6388,0.2926,0,2,6,6,2,1,1,5,3,5,5,3,5,2,2,0,0,0,0,0,-1.2,1
205,148,1,1,1,0,2,5,0.408,10,0,0,1.4305,1.4305,0,0,0.6333,-1.0587,0.3822,1.5,2,5,1,1,1,2,5,2,2,4,4,3,3,2,1,1,2,9,1,-0.1,0
205,148,2,0,1,1,3,3,0.61,0,17,0,1.3761,0,1.3761,0,0.2732,0.2022,0.575,0,2,5,1,1,1,2,5,2,2,4,4,3,3,2,0,0,0,0,0,1,0
205,148,3,0,1,0,1,9,0.581,5,0,0.7,-1.8105,0,0,-1.8105,1.0311,-0.4975,-0.3537,0,2,5,1,1,1,2,5,2,2,4,4,3,3,2,0,0,0,0,0,-0.7,0
206,149,1,0,1,0,2,0,-0.128,40,0,0,-1.1445,-1.1445,0,0,-1.0432,-0.9003,0.9933,3,2,2,5,1,1,1,2,2,7,5,1,6,4,4,0,0,0,10,1,1.1,4
206,149,2,0,1,0,1,0,0.299,0,60,0,-0.479,0,-0.479,0,-1.5012,1.3602,0.1692,0,2,2,5,1,1,1,2,2,7,5,1,6,4,4,0,0,0,0,0,1.1,4
206,149,3,1,1,1,3,5,1.04,15,0,0.7,0.2686,0,0,0.2686,1.1436,0.979,0.5188,0,2,2,5,1,1,1,2,2,7,5,1,6,4,4,0,0,0,0,0,-1.4,4
207,150,1,0,1,0,2,0,-0.224,25,0,0,0.2964,0.2964,0,0,-0.9358,-1.5016,-0.4407,0.5,2,5,5,2,1,2,2,1,7,5,1,4,4,3,0,0,0,10,1,0.8,0
207,150,2,0,1,0,1,0,0.052,0,60,0,0.1494,0,0.1494,0,-1.526,0.9167,-0.4157,0,2,5,5,2,1,2,2,1,7,5,1,4,4,3,0,0,0,0,0,0.8,0
207,150,3,1,1,1,3,3,0.444,15,0,1,0.5725,0,0,0.5725,0.4241,1.0373,-1.9524,0,2,5,5,2,1,2,2,1,7,5,1,4,4,3,0,0,0,0,0,-2.3,0
208,151,1,0,1,0,2,3,0.344,30,0,0,-1.2835,-1.2835,0,0,0.0439,-0.4986,0.3981,3,1,1,6,1,1,1,2,2,7,5,5,1,1,2,1,1,2,10,1,0.4,4
208,151,2,0,1,0,1,0,0.241,0,30,0,-0.8609,0,-0.8609,0,-0.4163,0.0953,-0.5008,0,1,1,6,1,1,1,2,2,7,5,5,1,1,2,0,0,0,0,0,0.9,4
208,151,3,1,1,1,3,25,0.751,15,0,2,-0.2054,0,0,-0.2054,0.7919,0.3417,0.0854,0,1,1,6,1,1,1,2,2,7,5,5,1,1,2,0,0,0,0,0,-0.5,4
209,152,1,0,0,0,2,0,-0.071,-9,0,0,-0.5926,-0.5926,0,0,-0.144,-0.9894,-0.6044,1.5,2,1,1,1,1,2,4,0,4,2,4,3,3,4,0,0,0,-9,3,-0.7,0
209,152,2,0,0,0,1,3,0.662,0,30,0,1.0656,0,1.0656,0,-0.8191,1.8398,0.2752,0,2,1,1,1,1,2,4,0,4,2,4,3,3,4,0,0,0,0,0,1.8,0
209,152,3,0,0,1,3,1,0.543,12,0,0,0.9983,0,0,0.9983,0.8453,-0.2998,0.2013,0,2,1,1,1,1,2,4,0,4,2,4,3,3,4,0,0,0,0,0,-0.7,0
211,153,1,1,1,1,3,6,1.072,25,0,0,0.4494,0.4494,0,0,1.0512,0.8497,0.536,3,2,1,6,2,2,2,1,0,4,5,5,1,2,2,1,1,2,10,1,1.3,2
211,153,2,0,1,0,1,0,-0.091,0,-9,0,0.2822,0,0.2822,0,-1.8895,0.4933,-0.4775,0,2,1,6,2,2,2,1,0,4,5,5,1,2,2,0,0,0,0,0,1.3,2
211,153,3,0,1,0,2,0,0.206,-9,0,0,-0.1496,0,0,-0.1496,-0.0246,0.4441,-2.008,0,2,1,6,2,2,2,1,0,4,5,5,1,2,2,0,0,0,0,0,-1.6,2
212,154,1,0,0,0,2,17,-0.079,25,0,0,0.2621,0.2621,0,0,-0.3909,-0.9875,-1.0356,0.5,1,2,3,1,1,1,4,1,3,5,1,3,2,2,1,1,2,1,2,0.5,0
212,154,2,0,0,0,1,1,-0.029,0,25,0,-0.0122,0,-0.0122,0,-0.7388,-0.422,-0.5629,0,1,2,3,1,1,1,4,1,3,5,1,3,2,2,0,0,0,0,0,0.5,0
212,154,3,0,0,1,3,54,0.252,10,0,0.5,-0.2183,0,0,-0.2183,0.3616,-0.6403,-0.9817,0,1,2,3,1,1,1,4,1,3,5,1,3,2,2,0,0,0,0,0,0.5,0
214,155,1,0,1,0,1,0,0.085,15,0,0,-0.2596,-0.2596,0,0,0.293,-0.8602,-0.3172,1.5,2,3,4,1,1,1,5,2,7,5,1,5,1,2,0,0,0,10,1,-0.4,0
214,155,2,0,1,0,2,3,0.227,0,15,0,-0.1708,0,-0.1708,0,-0.8553,0.6742,0.0674,0,2,3,4,1,1,1,5,2,7,5,1,5,1,2,0,0,0,0,0,1.2,0
214,155,3,1,1,1,3,11,0.469,5,0,1,0.252,0,0,0.252,0.3675,0.1221,-1.0985,0,2,3,4,1,1,1,5,2,7,5,1,5,1,2,0,0,0,0,0,-0.9,0
216,156,1,0,1,0,2,0,0.394,15,0,0,-0.7592,-0.7592,0,0,0.526,-0.7401,0.2231,0.5,2,2,6,1,1,1,2,1,7,5,1,6,3,2,1,1,2,10,1,1,0
216,156,2,1,1,0,1,0,-0.036,0,35,0,-1.2579,0,-1.2579,0,-1.0952,-0.1681,0.2216,0,2,2,6,1,1,1,2,1,7,5,1,6,3,2,0,0,0,0,0,1,0
216,156,3,0,1,1,3,12,0.911,15,0,0.5,0.617,0,0,0.617,1.1251,0.4084,0.4349,0,2,2,6,1,1,1,2,1,7,5,1,6,3,2,0,0,0,0,0,-0.7,0
217,157,1,0,1,0,2,1,0.208,20,0,0,0.5843,0.5843,0,0,-0.1108,-1.2597,1.1103,0.5,2,1,3,1,1,1,2,1,7,3,1,4,0,2,1,0,1,9,1,0.7,0
217,157,2,0,1,0,1,1,0.299,0,35,0,1.0322,0,1.0322,0,-0.5247,-0.5961,1.4634,0,2,1,3,1,1,1,2,1,7,3,1,4,0,2,0,0,0,0,0,1.5,0
217,157,3,1,1,1,3,3,0.598,10,0,0.5,0.6347,0,0,0.6347,0.9842,0.2219,-0.6138,0,2,1,3,1,1,1,2,1,7,3,1,4,0,2,0,0,0,0,0,-0.9,0
218,158,1,0,1,0,1,0,0.051,25,0,0,-0.1903,-0.1903,0,0,0.2385,-1.813,-0.0811,6,1,1,3,1,1,1,2,1,7,3,1,4,3,2,0,0,0,10,1,0.9,0
218,158,2,0,1,0,2,3,1.021,0,20,0,0.5855,0,0.5855,0,0.4758,1.1231,0.4678,0,1,1,3,1,1,1,2,1,7,3,1,4,3,2,0,0,0,0,0,1.8,0
218,158,3,1,1,1,3,3,0.943,10,0,0.5,1.2159,0,0,1.2159,1.045,0.8896,-0.2329,0,1,1,3,1,1,1,2,1,7,3,1,4,3,2,0,0,0,0,0,-0.6,0
219,159,1,0,1,0,1,0,0.119,15,0,0,-0.9322,-0.9322,0,0,-0.2752,-0.7172,0.6123,-9,2,1,2,1,1,2,2,2,6,2,4,1,3,4,0,0,0,10,1,0.5,0
219,159,2,0,1,1,3,5,0.589,0,10,0,0.4097,0,0.4097,0,0.2259,0.4357,0.1362,0,2,1,2,1,1,2,2,2,6,2,4,1,3,4,0,0,0,0,0,1,0
219,159,3,1,1,0,2,9,0.859,6,0,1,0.8737,0,0,0.8737,0.9231,0.6151,0.1129,0,2,1,2,1,1,2,2,2,6,2,4,1,3,4,0,0,0,0,0,-0.6,0
221,160,1,0,0,0,2,1,0.181,15,0,0,0.1814,0.1814,0,0,0.0764,-1.5292,0.576,0.5,2,1,6,1,1,1,2,1,5,5,1,2,2,4,1,1,2,8,1,0.9,1
221,160,2,0,0,0,1,0,0.098,0,40,0,-0.2749,0,-0.2749,0,-0.8664,-0.4331,0.8336,0,2,1,6,1,1,1,2,1,5,5,1,2,2,4,0,0,0,0,0,0.9,1
221,160,3,0,0,1,3,13,0.413,10,0,0.5,-0.1041,0,0,-0.1041,0.6541,0.8215,-1.2268,0,2,1,6,1,1,1,2,1,5,5,1,2,2,4,0,0,0,0,0,-1,1
222,161,1,0,1,1,3,1,0.02,20,0,0,1.4509,1.4509,0,0,-0.5658,-0.1299,-0.3347,0.5,1,1,4,2,1,2,3,2,4,5,1,3,3,4,1,1,2,5,1,-0.1,0
222,161,2,0,1,0,1,0,-0.007,0,60,0,-1.8233,0,-1.8233,0,-1.7001,0.2884,0.7165,0,1,1,4,2,1,2,3,2,4,5,1,3,3,4,0,0,0,0,0,1.1,0
222,161,3,1,1,0,2,8,1.048,13,0,0.7,-0.5621,0,0,-0.5621,1.3072,0.9515,0.1932,0,1,1,4,2,1,2,3,2,4,5,1,3,3,4,0,0,0,0,0,-0.1,0
224,162,1,0,1,0,1,0,0.296,-9,0,0,1.3243,1.3243,0,0,0.1075,-0.6394,-0.2543,1.5,2,4,2,2,2,2,0,0,6,2,4,0,3,2,0,0,0,10,1,1,0
224,162,2,1,1,0,2,12,0.996,0,10,0,1.0375,0,1.0375,0,0.409,1.1773,0.4978,0,2,4,2,2,2,2,0,0,6,2,4,0,3,2,0,0,0,0,0,2.2,0
224,162,3,0,1,1,3,5,0.657,3,0,0,0.8403,0,0,0.8403,1.3737,-0.7926,0.4028,0,2,4,2,2,2,2,0,0,6,2,4,0,3,2,0,0,0,0,0,-0.1,0
225,163,1,0,1,0,2,0,-0.504,15,0,0,-1.8433,-1.8433,0,0,-0.8271,-1.2402,-1.4827,3,2,1,2,1,1,1,2,2,7,2,1,5,2,2,1,0,1,9,1,0.6,0
225,163,2,0,1,0,1,0,0.012,0,25,0,-0.2528,0,-0.2528,0,-1.0609,0.3631,-0.3354,0,2,1,2,1,1,1,2,2,7,2,1,5,2,2,0,0,0,0,0,1.3,0
225,163,3,1,1,1,3,3,1.199,5,0,1,1.0256,0,0,1.0256,1.5514,0.7083,0.6563,0,2,1,2,1,1,1,2,2,7,2,1,5,2,2,0,0,0,0,0,-0.1,0
226,164,1,1,1,1,3,23,0.618,10,0,0,1.1053,1.1053,0,0,0.573,0.2775,0.2718,0.5,2,6,6,2,2,1,1,0,1,5,3,1,2,3,1,1,2,10,1,0.7,3
226,164,2,0,1,0,1,0,-0.153,0,30,0,-0.0527,0,-0.0527,0,-1.6511,0.8844,-1.643,0,2,6,6,2,2,1,1,0,1,5,3,1,2,3,0,0,0,0,0,1.5,3
226,164,3,0,1,0,2,3,0.578,10,0,0,0.3672,0,0,0.3672,0.6758,0.2054,-0.6152,0,2,6,6,2,2,1,1,0,1,5,3,1,2,3,0,0,0,0,0,0.7,3
228,165,1,0,1,0,2,0,-0.072,-9,0,0,999,999,0,0,-0.4833,-0.979,0.2072,3,2,4,6,1,1,1,2,1,5,5,1,4,3,3,0,0,0,10,0,1.1,12
228,165,2,1,1,1,3,9,1.109,0,15,0,999,0,999,0,0.6432,1.3685,0.6304,0,2,4,6,1,1,1,2,1,5,5,1,4,3,3,0,0,0,0,0,2.2,12
228,165,3,0,1,0,1,0,0.508,15,0,0.5,999,0,0,999,-0.0965,0.4133,0.389,0,2,4,6,1,1,1,2,1,5,5,1,4,3,3,0,0,0,0,0,-1.2,12
229,166,1,0,1,0,1,8,0.234,30,0,0,0.1249,0.1249,0,0,0.383,-1.2946,0.6835,1.5,1,5,5,2,1,2,5,2,5,5,1,5,3,2,0,1,1,10,1,1,0
229,166,2,0,1,1,3,9,0.477,0,20,0,0.1744,0,0.1744,0,-0.2343,0.9605,0.2094,0,1,5,5,2,1,2,5,2,5,5,1,5,3,2,0,0,0,0,0,-1.8,0
229,166,3,1,1,0,2,28,0.464,5,0,1,0.0679,0,0,0.0679,0.1914,0.731,-0.5655,0,1,5,5,2,1,2,5,2,5,5,1,5,3,2,0,0,0,0,0,-0.8,0
231,167,1,0,1,0,2,0,3.62,15,0,0,999,999,0,0,0.8941,0.3587,0.2799,0.5,2,1,3,2,1,1,2,1,6,5,1,4,1,4,1,1,2,10,1,1.1,11
231,167,2,0,1,0,1,0,0.065,0,20,0,999,0,999,0,-0.8457,0.2769,0.752,0,2,1,3,2,1,1,2,1,6,5,1,4,1,4,0,0,0,0,0,1.1,11
231,167,3,1,1,1,3,3,3.62,5,0,0.5,999,0,0,999,1.1042,0.6733,-0.3643,0,2,1,3,2,1,1,2,1,6,5,1,4,1,4,0,0,0,0,0,-0.9,11
232,168,1,1,1,0,2,3,0.916,20,0,0,-0.9162,-0.9162,0,0,1.1423,0.3446,0.4311,0.5,1,6,6,1,1,1,2,1,3,5,2,1,2,4,1,1,2,10,1,0.9,9
232,168,2,0,1,0,1,0,0.288,0,45,0,-0.0185,0,-0.0185,0,-1.1854,0.5534,0.7348,0,1,6,6,1,1,1,2,1,3,5,2,1,2,4,0,0,0,0,0,0.9,9
232,168,3,0,1,1,3,7,0.837,15,0,1,-0.7726,0,0,-0.7726,1.1423,0.3446,0.4311,0,1,6,6,1,1,1,2,1,3,5,2,1,2,4,0,0,0,0,0,-1.1,9
233,169,1,0,1,0,1,8,0.338,25,0,0,-0.6422,-0.6422,0,0,0.7196,-1.1954,0.3173,0.5,2,1,2,1,1,2,2,2,6,2,4,1,2,1,1,1,2,9,1,0.7,0
233,169,2,1,1,1,3,27,0.734,0,15,0,1.8424,0,1.8424,0,0.0959,0.9359,0.0598,0,2,1,2,1,1,2,2,2,6,2,4,1,2,1,0,0,0,0,0,1.4,0
233,169,3,0,1,0,2,21,0.375,20,0,1,0.281,0,0,0.281,0.5077,0.3477,-1.4091,0,2,1,2,1,1,2,2,2,6,2,4,1,2,1,0,0,0,0,0,-0.8,0
234,170,1,0,1,0,2,0,0,45,0,0,-0.4175,-0.4175,0,0,-0.5135,-1.2756,1.0533,1.5,1,1,4,1,1,1,3,1,7,5,1,6,3,4,0,0,0,9,3,1,0
234,170,2,0,1,0,1,0,0.072,0,50,0,0.1275,0,0.1275,0,-1.5488,0.638,0.3197,0,1,1,4,1,1,1,3,1,7,5,1,6,3,4,0,0,0,0,0,2.1,0
234,170,3,1,1,1,3,17,0.867,15,0,0.5,-1.6888,0,0,-1.6888,1.1024,0.4587,0.3827,0,1,1,4,1,1,1,3,1,7,5,1,6,3,4,0,0,0,0,0,-1.1,0
